id,Machine failure,Probability
136429,0,0.002101540378516266
136430,0,0.0010394378087277137
136431,0,0.0025633072894868892
136432,0,0.002772548204353155
136433,0,0.0034261642804302547
136434,0,0.002564371512544828
136435,0,0.0037046733536520798
136436,0,0.005041501002153325
136437,0,0.0013006197409184783
136438,0,0.0012238070637338942
136439,0,0.0023854825144126596
136440,0,0.0020756214373686918
136441,0,0.0011734730516157054
136442,0,0.0018092667224773517
136443,0,0.00273321317655698
136444,0,0.005456925270669768
136445,0,0.0010076336269824993
136446,1,0.9925737482923181
136447,0,0.00239689306122204
136448,0,0.0019374329025100545
136449,0,0.0054769867477645106
136450,0,0.003995924820795626
136451,0,0.021149403026737085
136452,0,0.022558170135056482
136453,0,0.0038078716637220487
136454,0,0.0014134910544667258
136455,0,0.001825349458010212
136456,0,0.007248347787395737
136457,0,0.005935733214601585
136458,0,0.004776477569282879
136459,0,0.003199433608712442
136460,0,0.002738870332176237
136461,0,0.0011467446384223407
136462,0,0.017793498355958757
136463,0,0.002076046145438058
136464,0,0.0033899065444132335
136465,0,0.0014937229717447546
136466,0,0.0018708936429349065
136467,0,0.0012666870517110626
136468,0,0.002525873697509776
136469,0,0.0013308655789820492
136470,0,0.002761515267198321
136471,0,0.008501869557239677
136472,0,0.006893810591108342
136473,0,0.0024086093730246835
136474,0,0.0024483608725518434
136475,0,0.002801223180185773
136476,0,0.006625733839421731
136477,0,0.002364348027156056
136478,0,0.0019995223138276094
136479,0,0.001232128149121613
136480,0,0.006662772677512985
136481,0,0.002204816196769311
136482,0,0.03306666225464385
136483,0,0.0027835607583300585
136484,0,0.0010077119844883844
136485,0,0.0012780734121292981
136486,0,0.002459451596358404
136487,0,0.0014544632656548944
136488,0,0.004029055396022864
136489,0,0.0010976873999569224
136490,0,0.02403913352669411
136491,0,0.0034637750834264533
136492,0,0.0030279425729961592
136493,0,0.003278158861938329
136494,0,0.0010504190517754966
136495,0,0.0028215179154046613
136496,0,0.00477335634383358
136497,0,0.0025205328512780483
136498,0,0.01019708660533511
136499,0,0.001311845491993939
136500,0,0.0006181536711847837
136501,0,0.001607777692034669
136502,0,0.006471688076891792
136503,0,0.002567579852361152
136504,0,0.0012516794290530191
136505,0,0.0010798462382077408
136506,0,0.0027842998899855844
136507,0,0.0006738787298264412
136508,0,0.000985051877392332
136509,0,0.0035011082247359926
136510,0,0.0015368490647977432
136511,0,0.010087656475876554
136512,0,0.0007933187819975095
136513,0,0.006600026903023696
136514,0,0.002055592848253403
136515,0,0.002101231087931371
136516,0,0.003581653388204697
136517,0,0.001591712136407643
136518,0,0.0016358458865455086
136519,0,0.00251591051184481
136520,0,0.0016529730280797415
136521,0,0.0018460849852343412
136522,0,0.0031542554841585933
136523,0,0.0011586788746794025
136524,0,0.0012989023571986355
136525,0,0.00535421227644414
136526,0,0.005652817404291781
136527,0,0.00714781823512907
136528,0,0.0012363049884837345
136529,0,0.005982384346881393
136530,0,0.0026370584342838353
136531,0,0.0036797524527498273
136532,0,0.003257433582443388
136533,0,0.0026086674363842545
136534,0,0.0005514598882430526
136535,0,0.0029037958405393493
136536,0,0.002031015358997793
136537,0,0.0009220797296517809
136538,0,0.005942877309619936
136539,0,0.0013057713933331684
136540,0,0.0019104958335217634
136541,0,0.0008184949260042483
136542,0,0.004019049275063939
136543,0,0.007523549152302885
136544,0,0.002046055940948259
136545,0,0.00510880763162664
136546,0,0.0006450427768520737
136547,0,0.0031639847867099805
136548,0,0.0022698994655584765
136549,0,0.0018256001659220655
136550,0,0.005943352285927897
136551,0,0.0016947776605915547
136552,0,0.0016806235675799368
136553,0,0.0013699217007494386
136554,0,0.0033076675851358484
136555,0,0.014739142004093072
136556,0,0.007901860064963908
136557,0,0.004544378697056306
136558,0,0.004053423193901182
136559,0,0.0027861954856741706
136560,0,0.00467870008280024
136561,0,0.009405368733694248
136562,0,0.0019367546258288982
136563,0,0.0026670678292708893
136564,0,0.0014501177552472782
136565,0,0.01596241764437992
136566,0,0.0012216984778663355
136567,0,0.005365774891419836
136568,0,0.0035529478341867816
136569,0,0.004021799984561988
136570,0,0.0008395182469261731
136571,0,0.005044260779632147
136572,0,0.0038363484089767685
136573,0,0.0016307417937318099
136574,0,0.005796232116910601
136575,0,0.0015857536849513206
136576,0,0.005047428971817571
136577,0,0.0048003425659704415
136578,0,0.0013491743869417717
136579,0,0.006728765841598357
136580,0,0.0012897708016544084
136581,0,0.0011057154167309472
136582,0,0.00117369901528855
136583,0,0.0011983217029467026
136584,0,0.0020685568162397447
136585,0,0.0044973202810289215
136586,0,0.054681838999150516
136587,0,0.0009313274653264881
136588,0,0.005634741469649154
136589,0,0.0026277847622430254
136590,0,0.0014711409871213947
136591,0,0.0033011412186429094
136592,0,0.009843157836239385
136593,0,0.005381292856064927
136594,0,0.0005611075139229444
136595,0,0.0015614965820982527
136596,0,0.0012232096731497925
136597,0,0.0015325567512695908
136598,0,0.005288326185738957
136599,0,0.002468742925047969
136600,0,0.002060879336200841
136601,0,0.0040415615433028185
136602,0,0.006470018975096945
136603,0,0.00329725700566502
136604,0,0.0010544440160193877
136605,0,0.0060916402001949055
136606,0,0.0024695837089023
136607,0,0.0033940329620246565
136608,0,0.0027271233950917286
136609,0,0.004601005396802735
136610,0,0.005080932525288837
136611,0,0.0011253756034010482
136612,0,0.0019408174446042894
136613,0,0.0030414987698561906
136614,0,0.0008941782594005277
136615,0,0.0007905413979410516
136616,0,0.0013433973268412837
136617,0,0.009544345094091976
136618,0,0.00175069520821383
136619,0,0.0018568634631379467
136620,0,0.001757124040327696
136621,0,0.003273674072280391
136622,0,0.0020110942989868524
136623,0,0.001039159550560372
136624,0,0.0014773303222807277
136625,0,0.0038953548552988645
136626,0,0.000372088398561983
136627,0,0.003356503282438635
136628,0,0.0025832633845400818
136629,0,0.0004056412866084136
136630,0,0.0010688467884237686
136631,0,0.006579854873681185
136632,0,0.003866014915804141
136633,0,0.0017036970559997828
136634,0,0.001527139259643295
136635,0,0.01227093357694522
136636,0,0.012447656459796452
136637,0,0.003475283618128339
136638,1,0.996291763889998
136639,0,0.005844390853596345
136640,0,0.011772044644292682
136641,0,0.001881613684490061
136642,0,0.002001338564742421
136643,0,0.03660053490090658
136644,0,0.0010237410593506896
136645,0,0.0011288186985590456
136646,0,0.0010112368798989076
136647,0,0.010575757727732593
136648,0,0.017865683826233106
136649,0,0.002019573314873877
136650,0,0.004925268771001667
136651,0,0.0009899135110613732
136652,1,0.9875497760676376
136653,0,0.0015935074910217192
136654,0,0.001732017329629294
136655,0,0.005574419375663632
136656,0,0.004361441405788346
136657,0,0.004226550716921619
136658,0,0.001680086352839892
136659,0,0.0023169045299380794
136660,0,0.0016594801384464946
136661,0,0.004122558164534468
136662,0,0.011724276138511553
136663,0,0.002612255970007694
136664,0,0.017174911468772567
136665,0,0.0016290239864699759
136666,0,0.00041976896677091706
136667,0,0.01689788363478027
136668,0,0.0033555271862353493
136669,0,0.0025831892663724376
136670,0,0.004718570268134841
136671,0,0.001978205442962028
136672,0,0.002004312472256331
136673,0,0.0013291432706332086
136674,0,0.0006629377275063776
136675,0,0.0028633072119124527
136676,0,0.0029042571251074643
136677,0,0.003648832723254194
136678,0,0.0012677915262357994
136679,0,0.002318597974426295
136680,0,0.007285418831834673
136681,0,0.0019029921350215324
136682,0,0.0019169492553633139
136683,0,0.001980100528480035
136684,0,0.004441567166810011
136685,0,0.013341555255192455
136686,0,0.0028260650134854627
136687,0,0.005663586592120689
136688,0,0.005502167143272743
136689,0,0.006216270329385892
136690,0,0.0026444358668758685
136691,0,0.012918996494958387
136692,0,0.002815328022236416
136693,0,0.0007577588817100952
136694,0,0.0009869080661011134
136695,0,0.0018461716111676588
136696,0,0.005861363502798004
136697,0,0.0005238401086312658
136698,0,0.006142947389341894
136699,0,0.004074977590402559
136700,0,0.0012573651805113334
136701,0,0.002254957827905854
136702,0,0.001346963414132647
136703,0,0.008905502911090553
136704,0,0.0006958655396376735
136705,0,0.0007367446409623032
136706,0,0.0015306412735781052
136707,0,0.0031847605336066905
136708,0,0.010623443534604838
136709,0,0.0001884302074648827
136710,0,0.0021052708683467316
136711,0,0.0037357629179527343
136712,0,0.0004819749989602695
136713,0,0.002133533549732272
136714,0,0.013786309455224263
136715,0,0.005783890402331142
136716,0,0.0017640453642617162
136717,0,0.005114297904269975
136718,0,0.015436186915639008
136719,0,0.002592625768351441
136720,0,0.00019299597530854728
136721,0,0.001834771233679675
136722,0,0.0012499797575798806
136723,0,0.0016894784760842598
136724,0,0.0020237439834375577
136725,0,0.0026459443480313883
136726,0,0.0013816426781797632
136727,0,0.0015384706806981898
136728,0,0.001001851591513162
136729,0,0.0031853790100699053
136730,0,0.001164547641878318
136731,0,0.009391208482709888
136732,0,0.0022212841599388157
136733,0,0.0018029674763897657
136734,0,0.0019395707722597254
136735,0,0.0017102325499003294
136736,0,0.002929058284444503
136737,0,0.0012107192821147969
136738,0,0.0017725920354514728
136739,0,0.006809891002134633
136740,0,0.0021045282176582842
136741,0,0.020114603977325618
136742,0,0.0029513733823386106
136743,0,0.0026851141697752184
136744,0,0.002348559401880582
136745,0,0.005920521564542975
136746,0,0.0023441926901704878
136747,0,0.0018913984802753166
136748,0,0.0010307657111027347
136749,0,0.000808502782011781
136750,0,0.0031643000602787057
136751,0,0.0021047067281461046
136752,0,0.0009103284702538752
136753,0,0.014331341553912965
136754,0,0.0024268670987816513
136755,0,0.00897868089860367
136756,0,0.0009199254662160809
136757,0,0.011118385270967913
136758,0,0.0018009621228287115
136759,0,0.0024784407616929697
136760,0,0.0013921199310141278
136761,0,0.0009566523543316912
136762,0,0.02476040591878994
136763,0,0.002976306655368921
136764,0,0.00173098434613363
136765,0,0.0029180838101667194
136766,0,0.0034373912483729036
136767,0,0.007403834583803474
136768,0,0.0012873756706080041
136769,0,0.0024576507525873445
136770,0,0.0019705227596481818
136771,0,0.003911811770988403
136772,0,0.014408454087768894
136773,0,0.0011230247411395493
136774,0,0.0014075878738051013
136775,0,0.009283935825187137
136776,0,0.0006194017623112393
136777,0,0.0017404049413221254
136778,0,0.0027779463793105056
136779,0,0.002248320765161718
136780,0,0.0006753280577441685
136781,0,0.005327415465800351
136782,0,0.0026455758502213697
136783,0,0.0003641845976058293
136784,0,0.0011549534327806653
136785,0,0.0037928412497831776
136786,0,0.0027077852779715025
136787,0,0.0043927977761844825
136788,0,0.01368585430696254
136789,0,0.0022103381007816114
136790,0,0.000772845560227944
136791,0,0.002522383529264139
136792,0,0.004368396493734245
136793,0,0.0013131937320882358
136794,0,0.0051420045889617365
136795,0,0.0037291212906187285
136796,0,0.0031568753821162488
136797,0,0.003264106177012053
136798,0,0.004857558145060989
136799,0,0.0032387258621498724
136800,0,0.001955035620633913
136801,0,0.0016874005298185806
136802,0,0.0023710771982388655
136803,0,0.0015125546533765433
136804,0,0.0016886885627216052
136805,0,0.003399741153429547
136806,0,0.0007913479889730782
136807,0,0.0018302471392435441
136808,0,0.002312118348177746
136809,0,0.00098266101543372
136810,0,0.0057698268097952045
136811,0,0.006457359791941024
136812,0,0.0006025965983103215
136813,0,0.01885762553631556
136814,0,0.0030395616617228554
136815,0,0.0006948803700743335
136816,0,0.0009490649507813758
136817,0,0.0012515573983164121
136818,0,0.005209605197066206
136819,0,0.0007267581833764222
136820,0,0.0008809940303643819
136821,0,0.0011096049091232991
136822,0,0.012860337714853018
136823,0,0.0016232339445719332
136824,0,0.0007348684224636162
136825,0,0.0017708355464347105
136826,1,0.9969674799988713
136827,0,0.0004529420769152204
136828,0,0.001131656237144276
136829,0,0.003939382790021015
136830,0,0.002689963932180249
136831,0,0.0011053054579516113
136832,0,0.0024364404332396627
136833,0,0.0009240553697153281
136834,1,0.9989437036324943
136835,0,0.002391313164072772
136836,0,0.0024082357274593414
136837,0,0.0018158072087652354
136838,0,0.0023443864036488704
136839,0,0.0007589640070609418
136840,0,0.002382169491737343
136841,0,0.00448074842308838
136842,0,0.002740371056301694
136843,0,0.0014381491577950645
136844,0,0.003595557925764882
136845,0,0.002292695151680382
136846,0,0.0019023298401243001
136847,0,0.0007478988613215596
136848,0,0.0015315460394425238
136849,0,0.0026473307038079787
136850,0,0.00304142741256596
136851,0,0.001719548698923022
136852,0,0.004011393200142088
136853,0,0.004883798365482022
136854,0,0.001963995952477469
136855,0,0.0036275124247446425
136856,0,0.01823568873024289
136857,0,0.003595492003386679
136858,0,0.0020348554332089383
136859,0,0.0010133786224674893
136860,0,0.001509489854518289
136861,0,0.0008450338382589152
136862,0,0.005477921621642507
136863,0,0.00061394319063725
136864,0,0.000454546979507937
136865,0,0.0027057159044034293
136866,0,0.0031624319784974114
136867,0,0.007507193237718033
136868,0,0.0012592456900339605
136869,0,0.0024578785930094065
136870,0,0.0029160628470402293
136871,0,0.0009437850995435334
136872,0,0.0031957416310526526
136873,0,0.0009508234084404042
136874,0,0.0005977613682175728
136875,0,0.0013427620838033815
136876,0,0.0010815821099159637
136877,0,0.0036057896101161827
136878,0,0.0005824087691827641
136879,0,0.005478441021730966
136880,0,0.003232974232940148
136881,0,0.002565854019238174
136882,0,0.0008576446156128387
136883,0,0.0010297257989009194
136884,0,0.0018919113651289096
136885,0,0.01609466192395742
136886,0,0.0015138831392962398
136887,0,0.001793646834325503
136888,0,0.004676371084647095
136889,0,0.0025609118284877995
136890,0,0.002275769721153645
136891,0,0.002468362083305376
136892,0,0.0016261306528882976
136893,0,0.0020483188736150158
136894,0,0.0007017742017570819
136895,0,0.001833754526992883
136896,0,0.0011354471939725532
136897,0,0.0047858426467599115
136898,0,0.0021409062781094883
136899,0,0.001660767496230335
136900,0,0.0016411996708257924
136901,0,0.0020204796571128463
136902,0,0.0020704253987628876
136903,0,0.0006732401860379323
136904,0,0.002901761615028596
136905,0,0.001867431152105305
136906,0,0.0008125359178573127
136907,0,0.00223463289139549
136908,0,0.0013834169702448965
136909,0,0.0017750890969953793
